期号,红1,红2,红3,红4,红5,红6,篮球,奖池奖金(元),一等奖 注数,一等奖 奖金(元),二等奖 注数,二等奖 奖金(元),总投注额(元),开奖日期
14128,5,7,8,17,18,24,14,"87,337,680",10,"6,000,000",180,"122,362","358,520,804",2014-11-04
14129,5,8,9,20,28,32,2,"127,351,182",7,"6,428,571",207,"120,794","359,082,268",2014-11-06
14130,1,2,10,24,30,33,10,"176,970,840",3,"13,333,333",77,"344,673","402,591,108",2014-11-09
14131,5,17,21,22,28,32,14,"211,523,816",7,"10,041,712",211,"149,834","396,591,384",2014-11-11
14132,5,6,14,15,18,33,8,"215,841,500",5,"9,132,195",81,"164,521","372,487,192",2014-11-13
14133,13,14,16,23,30,31,13,"245,415,332",4,"12,006,712",125,"180,268","417,287,252",2014-11-16
14134,5,16,22,23,26,28,2,"279,769,385",7,"10,031,378",124,"254,230","374,813,426",2014-11-18
14135,2,4,11,13,25,33,1,"332,494,676",4,"12,500,000",210,"147,183","380,304,722",2014-11-20
14136,3,16,19,27,31,32,10,"405,577,188",1,"15,000,000",112,"247,269","419,949,224",2014-11-23
14137,3,6,9,11,25,29,9,"296,658,774",27,"5,906,822",223,"53,162","377,779,080",2014-11-25
14138,4,6,13,29,31,33,13,"333,290,635",5,"11,482,317",126,"222,337","379,450,576",2014-11-27
14139,1,14,15,20,25,29,11,"340,012,160",10,"8,062,601",102,"252,769","416,872,552",2014-11-30
14140,6,10,11,14,17,33,6,"355,086,600",5,"9,914,504",102,"178,584","369,928,040",2014-12-02
14141,8,9,11,16,21,24,10,"298,381,028",22,"6,335,444",168,"144,194","374,573,402",2014-12-04
14142,6,21,22,23,25,28,13,"343,788,680",5,"12,000,000",100,"318,025","419,262,206",2014-12-07
14143,3,12,18,20,25,26,16,"323,244,502",14,"6,998,852",197,"114,111","375,707,362",2014-12-09
14144,3,5,6,9,10,27,14,"350,262,546",6,"10,122,305",191,"135,692","379,438,954",2014-12-11
14145,10,12,13,23,26,29,11,"359,386,704",9,"8,297,945",142,"173,252","428,104,998",2014-12-14
14146,1,6,13,20,29,32,1,"428,190,888",3,"13,333,333",100,"329,347","383,982,986",2014-12-16
14147,6,7,22,26,31,32,10,"460,352,344",4,"12,241,950",93,"254,943","385,071,740",2014-12-18
14148,1,2,5,12,15,16,13,"479,691,558",9,"8,710,675",133,"219,887","425,097,618",2014-12-21
14149,7,9,10,15,19,33,1,"562,421,886",2,"15,000,000",154,"222,360","386,664,128",2014-12-23
14150,3,8,14,22,24,32,9,"557,171,217",9,"7,717,144",161,"112,222","393,965,122",2014-12-25
14151,4,5,8,11,21,27,8,"521,118,039",13,"6,578,931",195,"67,475","436,728,282",2014-12-28
14152,8,13,15,20,21,25,12,"504,014,400",12,"7,133,222",99,"196,953","403,970,126",2014-12-30
15001,1,7,9,16,20,23,6,"512,536,696",8,"8,455,559",125,"176,444","389,811,558",2015-01-01
15002,7,15,16,25,28,32,5,"504,837,957",13,"7,372,062",152,"171,355","445,131,362",2015-01-04
15003,10,15,20,23,24,31,15,"529,251,380",5,"10,593,703",98,"229,190","389,418,150",2015-01-06
15004,2,14,15,16,23,24,10,"551,117,080",5,"10,408,414",84,"253,602","391,871,604",2015-01-08
15005,7,10,16,17,18,32,15,"589,772,988",7,"10,254,852",142,"235,774","434,233,966",2015-01-11
15006,1,10,11,29,31,33,13,"613,260,305",7,"9,466,873",156,"170,417","381,704,996",2015-01-13
15007,1,7,9,17,20,33,8,"615,032,608",8,"8,148,741",96,"197,785","396,557,494",2015-01-15
15008,4,7,10,16,20,22,3,"641,915,910",6,"10,114,138",146,"177,096","441,162,104",2015-01-18
15009,4,7,14,17,21,25,14,"642,387,330",13,"7,600,598",171,"174,033","406,130,598",2015-01-20
15010,1,2,3,8,21,31,9,"650,777,351",7,"8,682,598",78,"252,855","408,876,968",2015-01-22
15011,4,14,15,17,18,20,15,"710,557,160",5,"12,000,000",100,"365,932","448,888,738",2015-01-25
15012,3,5,22,23,29,31,6,"649,012,056",21,"5,752,465",91,"217,057","370,574,586",2015-01-27
15013,8,9,24,25,26,29,1,"649,780,284",12,"6,841,461",155,"178,205","371,312,910",2015-01-29
15014,2,12,16,19,27,30,11,"305,609,400",72,"5,079,945",634,"11,348","413,004,748",2015-02-01
15015,1,7,20,24,25,33,4,"325,790,184",6,"8,041,259",94,"242,653","369,504,840",2015-02-03
15016,2,6,10,15,17,31,13,"326,819,010",10,"6,855,593",96,"241,613","370,190,678",2015-02-05
15017,13,18,20,25,27,33,12,"357,142,667",7,"8,393,437",73,"406,747","405,548,808",2015-02-08
15018,6,9,12,14,28,29,9,"343,063,140",10,"6,306,199",207,"78,876","356,589,678",2015-02-10
15019,2,6,11,19,25,26,4,"337,065,060",12,"6,636,421",213,"115,240","363,865,754",2015-02-12
15020,1,4,7,19,22,23,4,"359,013,634",7,"7,958,367",175,"147,918","404,738,304",2015-02-15
15021,14,15,16,17,27,28,8,"311,412,624",16,"5,736,340",147,"100,182","369,500,210",2015-02-17
15022,4,7,10,16,23,25,10,"333,076,429",7,"7,943,574",242,"106,430","428,626,486",2015-02-26
15023,8,9,10,13,29,30,1,"344,102,175",9,"7,263,666",297,"85,744","371,421,794",2015-03-01
15024,9,11,16,18,23,24,10,"361,697,874",6,"7,884,587",83,"260,655","297,320,432",2015-03-03
15025,10,11,12,15,27,32,14,"428,205,689",0,0,89,"249,092","301,966,294",2015-03-05
15026,2,13,17,21,22,33,13,"399,549,056",16,"6,166,894",131,"178,151","346,132,854",2015-03-08
15027,5,7,9,16,26,29,7,"269,549,046",26,"5,000,000",147,"6,000","313,056,664",2015-03-10
15028,4,7,10,26,27,28,14,"282,421,976",8,"7,403,315",292,"82,305","318,360,502",2015-03-12
15029,7,14,15,19,21,28,7,"290,603,075",7,"7,243,174",109,"180,071","350,574,266",2015-03-15
15030,8,11,14,15,16,26,7,"308,254,584",6,"7,887,970",104,"208,267","313,853,770",2015-03-17
15031,1,5,7,22,26,32,11,"301,014,330",10,"6,554,899",113,"172,002","322,648,288",2015-03-19
15032,11,14,16,18,29,32,16,"322,806,048",6,"8,138,892",98,"240,221","356,881,788",2015-03-22
15033,3,6,21,29,31,32,5,"350,190,906",2,"10,000,000",93,"169,838","316,147,976",2015-03-24
15034,12,13,17,18,20,27,13,"372,366,860",5,"8,430,978",201,"106,684","319,035,578",2015-03-26
15035,1,8,9,22,24,33,3,"356,011,799",13,"6,360,697",226,"97,837","354,232,116",2015-03-29
15036,4,6,16,17,26,33,3,"385,090,460",5,"8,932,993",122,"201,485","314,978,372",2015-03-31
15037,5,7,12,18,28,31,3,"456,745,930",0,0,232,"102,953","311,121,894",2015-04-02
15038,5,6,11,12,14,33,14,"521,569,463",1,"10,000,000",81,"307,915","330,881,502",2015-04-05
15039,1,13,15,26,29,30,12,"527,688,511",7,"7,136,054",85,"219,887","304,495,842",2015-04-07
15040,13,16,18,27,30,32,16,"560,707,072",4,"9,819,869",54,"446,284","320,385,120",2015-04-09
15041,4,9,11,17,21,25,6,"505,889,468",17,"5,645,612",226,"60,704","355,451,862",2015-04-12
15042,9,10,19,21,23,32,8,"445,522,068",18,"5,598,638",138,"97,604","328,582,874",2015-04-14
15043,11,12,15,24,26,27,15,"437,343,962",11,"6,547,831",66,"322,464","333,265,010",2015-04-16
15044,2,3,4,13,14,16,2,"236,303,584",44,"5,156,691",170,"50,694","361,973,072",2015-04-19
15045,1,5,13,22,30,31,7,"244,649,655",5,"7,425,169",110,"137,793","317,791,860",2015-04-21
15046,5,7,10,14,23,31,1,"300,076,800",2,"10,000,000",81,"310,399","324,849,386",2015-04-23
15047,2,3,20,24,26,27,9,"259,871,028",12,"5,599,825",68,"132,314","353,219,880",2015-04-26
15048,13,16,17,22,25,27,10,"222,018,030",13,"5,759,356",61,"202,287","314,318,648",2015-04-28
15049,7,12,14,17,20,23,5,"213,425,469",9,"6,471,007",83,"199,383","304,091,626",2015-04-30
15050,3,9,12,16,17,31,4,"231,625,820",4,"8,472,759",82,"211,753","330,490,908",2015-05-03
15051,4,10,24,26,28,32,9,"252,880,206",3,"9,394,471",107,"154,011","311,895,918",2015-05-05
15052,2,4,11,16,25,26,12,"203,256,114",17,"5,756,703",85,"189,175","312,855,530",2015-05-07
15053,3,7,17,22,32,33,10,"209,305,224",9,"7,062,590",265,"87,562","337,772,948",2015-05-10
15054,1,2,7,10,22,26,7,"196,780,010",10,"6,362,719",82,"207,731","305,342,532",2015-05-12
15055,1,10,15,18,19,28,2,"208,855,998",6,"7,550,060",102,"187,504","308,523,870",2015-05-14
15056,1,7,8,16,18,20,14,"224,467,579",7,"7,629,173",120,"191,710","333,455,694",2015-05-17
15057,9,20,24,25,26,32,4,"254,227,996",4,"9,523,674",69,"327,802","298,048,220",2015-05-19
15058,2,9,10,18,19,20,15,"255,306,348",9,"6,861,751",229,"91,461","302,422,308",2015-05-21
15059,2,6,9,16,25,32,14,"311,068,287",3,"10,000,000",64,"446,676","327,035,284",2015-05-24
15060,1,3,18,27,31,32,13,"325,336,905",5,"7,855,899",76,"234,860","294,398,362",2015-05-26
15061,6,18,22,26,32,33,4,"366,514,881",3,"10,000,000",82,"289,341","300,873,544",2015-05-28
15062,9,14,15,18,21,26,16,"420,456,986",2,"10,000,000",88,"280,083","323,470,788",2015-05-31
15063,1,7,9,16,22,32,12,"425,356,078",7,"7,072,680",183,"99,103","291,740,962",2015-06-02
15064,11,12,14,17,23,27,1,"437,144,743",7,"7,430,580",163,"130,475","298,850,352",2015-06-04
15065,8,10,14,19,26,29,12,"456,496,222",7,"7,823,453",127,"194,529","326,011,866",2015-06-07
15066,5,8,11,17,24,28,16,"475,169,355",5,"8,176,228",255,"77,848","295,073,100",2015-06-09
15067,2,5,8,24,25,31,14,"460,773,196",13,"6,415,492",163,"141,115","296,388,770",2015-06-11
15068,6,15,18,21,26,27,10,"465,249,696",8,"7,021,659",188,"107,535","326,767,662",2015-06-14
15069,1,13,17,18,23,30,15,"470,825,144",8,"7,071,611",108,"191,815","292,089,158",2015-06-16
15070,1,7,13,19,21,29,15,"497,421,825",5,"8,752,485",105,"223,362","294,607,168",2015-06-18
15071,8,18,20,28,29,31,8,"440,046,866",14,"5,327,923",121,"47,426","308,073,950",2015-06-21
15072,1,3,5,20,21,31,5,"453,763,345",5,"7,815,743",82,"214,614","293,363,242",2015-06-23
15073,1,2,17,22,26,27,4,"471,257,280",5,"8,090,468",103,"187,528","293,054,328",2015-06-25
15074,4,7,21,25,26,29,8,"513,223,352",2,"10,000,000",79,"261,460","320,107,256",2015-06-28
15075,6,11,13,19,21,32,4,"565,604,258",2,"10,000,000",88,"274,170","292,719,690",2015-06-30
15076,1,9,10,19,23,27,9,"493,791,571",17,"5,282,081",167,"35,893","294,088,268",2015-07-02
15077,1,6,8,10,13,27,16,"543,815,196",3,"10,000,000",63,"423,405","324,775,100",2015-07-05
15078,3,7,20,22,26,29,2,"577,316,625",3,"10,000,000",139,"152,281","291,936,416",2015-07-07
15079,9,14,15,20,26,32,11,"496,467,738",18,"5,184,871",157,"26,494","291,775,556",2015-07-09
15080,14,17,25,27,28,30,2,"523,386,294",6,"8,449,609",122,"212,066","314,150,596",2015-07-12
15081,13,20,22,26,28,31,13,"532,076,736",6,"7,344,875",62,"283,654","278,500,218",2015-07-14
15082,2,8,9,14,28,30,7,"523,423,566",6,"6,293,747",97,"100,032","288,017,344",2015-07-16
15083,6,7,16,18,29,32,5,"479,827,975",17,"5,885,655",235,"80,085","315,704,384",2015-07-19
15084,15,18,20,22,28,29,15,"524,697,570",2,"10,000,000",69,"313,379","281,884,996",2015-07-21
15085,2,8,25,27,28,29,5,"562,393,449",3,"10,000,000",100,"225,652","285,325,214",2015-07-23
15086,5,6,8,16,18,22,12,"566,691,000",6,"7,078,639",115,"135,563","308,129,834",2015-07-26
15087,9,15,16,19,20,28,11,"610,880,852",1,"10,000,000",136,"132,818","280,174,514",2015-07-28
15088,2,12,20,24,29,31,9,"582,193,066",13,"6,015,726",41,"402,574","287,667,610",2015-07-30
15089,12,14,19,27,28,29,1,"625,139,856",3,"10,000,000",94,"258,676","311,873,350",2015-08-02
15090,10,12,14,22,25,33,15,"680,071,900",2,"10,000,000",50,"499,546","282,983,042",2015-08-04
15091,5,7,17,19,22,31,11,"705,046,588",4,"9,088,608",105,"194,695","285,818,388",2015-08-06
15092,9,15,19,21,26,27,1,"735,532,810",5,"9,035,361",359,"70,253","318,089,362",2015-08-09
15093,1,3,13,21,25,31,8,"742,351,320",4,"7,438,046",97,"125,672","292,493,392",2015-08-11
15094,1,4,6,13,16,17,10,"746,713,280",5,"7,135,415",85,"157,015","295,713,760",2015-08-13
15095,4,15,21,28,30,31,4,"772,938,425",5,"8,725,465",76,"306,370","325,059,832",2015-08-16
15096,6,16,17,23,24,31,7,"755,803,560",10,"6,195,096",100,"149,387","294,260,644",2015-08-18
15097,9,12,14,20,26,27,4,"741,136,594",11,"6,333,323",827,"22,168","298,570,222",2015-08-20
15098,6,9,13,26,27,33,1,"792,540,978",3,"10,000,000",145,"187,136","329,104,206",2015-08-23
15099,6,7,10,11,14,22,9,"792,191,150",5,"6,792,739",91,"123,127","297,598,058",2015-08-25
15100,2,3,11,17,19,21,8,"821,878,422",2,"10,000,000",107,"154,789","302,573,068",2015-08-27
15101,8,16,22,24,28,29,5,"817,471,200",8,"6,617,853",133,"121,643","333,057,658",2015-08-30
15102,7,9,12,14,21,23,6,"813,396,960",5,"6,521,873",107,"88,894","300,065,068",2015-09-01
15103,6,8,13,26,30,32,14,"837,110,700",3,"9,692,574",138,"127,515","284,270,680",2015-09-03
15104,9,18,21,23,25,26,1,"920,084,183",0,0,87,"317,906","332,604,432",2015-09-06
15105,9,10,16,19,20,26,12,"895,314,612",12,"6,067,588",180,"88,965","304,229,202",2015-09-08
15106,1,3,4,23,31,32,13,"910,114,980",6,"7,715,174",84,"242,426","305,793,682",2015-09-10
15107,7,14,16,18,21,25,8,"911,942,185",7,"6,913,101",96,"174,371","337,547,646",2015-09-13
15108,2,12,19,22,24,27,15,"907,674,399",9,"6,645,746",136,"136,137","309,769,258",2015-09-15
15109,1,8,9,16,32,33,13,"929,816,615",7,"7,968,426",132,"196,770","317,531,670",2015-09-17
15110,5,7,16,17,22,23,4,"921,225,536",11,"6,534,179",189,"111,613","340,689,020",2015-09-20
15111,8,14,16,18,20,30,12,"936,577,124",7,"7,615,667",142,"161,176","307,364,620",2015-09-22
15112,1,3,10,19,20,27,11,"952,587,008",4,"8,273,625",126,"129,905","306,859,802",2015-09-24
15113,1,5,7,8,19,27,12,"974,660,050",7,"7,964,833",177,"146,566","337,101,348",2015-09-27
15114,4,7,9,13,21,26,1,"952,803,917",13,"6,206,821",259,"75,717","297,013,542",2015-09-29
15115,1,7,8,14,24,32,3,"911,942,840",10,"5,332,324",114,"36,439","275,624,372",2015-10-01
15116,4,6,15,23,26,28,11,"923,015,828",7,"7,393,402",153,"136,877","298,345,670",2015-10-04
15117,4,11,12,18,26,32,12,"954,935,922",3,"10,000,000",85,"242,823","276,307,776",2015-10-06
15118,1,4,11,21,23,31,12,"950,170,804",11,"6,660,657",52,"439,116","302,094,780",2015-10-08
15119,2,8,10,18,23,31,8,"958,500,564",6,"7,323,016",112,"155,559","336,177,996",2015-10-11
15120,16,21,24,26,27,29,16,"1,007,024,322",1,"10,000,000",136,"143,440","306,978,816",2015-10-13
15121,1,3,20,21,28,29,12,"1,040,297,060",4,"9,842,976",69,"350,940","311,696,404",2015-10-15
15122,5,7,11,16,22,25,7,"989,011,240",14,"5,486,082",178,"47,789","340,964,698",2015-10-18
15123,5,8,9,12,22,28,7,"992,135,264",8,"6,960,182",263,"74,531","312,976,520",2015-10-20
15124,2,3,5,12,18,27,1,"987,064,991",11,"6,650,569",117,"193,977","314,656,346",2015-10-22
15125,5,13,22,27,30,33,10,"990,620,057",7,"7,002,860",69,"253,985","342,693,238",2015-10-25
15126,10,11,15,20,23,29,12,"978,661,552",11,"11,422,859",290,"67,463","321,292,184",2015-10-27
15127,7,10,19,22,27,33,6,"924,043,914",18,"8,214,795",99,"162,453","323,385,694",2015-10-29
15128,1,3,8,11,22,28,6,"889,484,982",17,"6,078,953",188,"121,956","353,929,358",2015-11-01
15129,5,8,11,16,18,27,4,"934,367,160",2,"15,000,000",122,"177,273","330,274,852",2015-11-03
15130,6,14,15,16,17,22,10,"957,074,000",5,"13,469,588",179,"121,144","329,910,968",2015-11-05
15131,10,12,13,19,22,26,3,"971,589,906",7,"12,572,255",100,"225,072","352,871,146",2015-11-08
15132,3,5,11,28,30,33,1,"991,052,692",7,"12,829,235",72,"343,830","324,697,916",2015-11-10
15133,2,3,13,20,22,24,15,"1,037,218,347",3,"15,000,000",78,"325,494","318,320,120",2015-11-12
15134,2,5,14,19,27,31,4,"1,078,946,224",4,"15,000,000",198,"137,589","359,304,970",2015-11-15
15135,1,12,14,18,26,32,7,"1,085,902,032",6,"12,239,746",85,"197,624","323,653,256",2015-11-17
15136,2,5,12,23,28,29,1,"1,134,489,732",3,"15,000,000",183,"143,147","332,169,672",2015-11-19
15137,14,22,23,27,28,31,12,"1,183,970,392",2,"15,000,000",74,"312,975","357,991,902",2015-11-22
15138,1,2,8,16,19,24,11,"1,160,191,307",11,"11,032,096",108,"131,401","317,036,346",2015-11-24
15139,1,10,13,18,25,27,9,"1,158,957,645",5,"11,728,461",91,"118,712","323,569,236",2015-11-26
15140,6,20,28,29,30,31,12,"1,188,582,820",5,"13,972,740",131,"189,539","363,959,858",2015-11-29
15141,3,8,19,25,27,28,2,"1,174,709,536",8,"11,187,578",173,"68,646","329,544,366",2015-12-01
15142,13,17,19,20,22,25,11,"1,221,938,746",2,"15,000,000",66,"339,541","326,956,020",2015-12-03
15143,13,15,19,20,21,32,4,"1,253,527,944",6,"13,732,678",75,"373,267","363,104,978",2015-12-06
15144,1,4,7,15,28,32,16,"1,278,764,676",6,"13,347,680",110,"228,250","330,530,758",2015-12-08
15145,7,8,15,19,20,24,13,"1,248,915,010",14,"11,042,866",143,"127,623","327,973,844",2015-12-10
15146,16,17,21,28,30,32,15,"1,307,571,540",3,"15,000,000",73,"404,824","368,273,034",2015-12-13
15147,8,9,16,23,24,30,5,"1,187,906,265",29,"5,490,089",181,"63,623","331,495,570",2015-12-15
15148,9,13,14,22,26,27,7,"1,127,755,566",18,"5,603,016",298,"45,529","330,278,892",2015-12-17
15149,9,10,20,21,22,33,9,"960,924,480",40,"5,301,535",340,"44,343","368,458,204",2015-12-20
15150,1,3,8,11,29,31,13,"1,022,632,570",1,"10,000,000",225,"106,234","333,813,118",2015-12-22
15151,5,6,8,23,31,32,11,"1,050,789,000",5,"8,865,922",74,"326,513","350,309,390",2015-12-24
15152,11,18,19,21,29,32,12,"1,026,723,516",14,"6,193,104",102,"204,699","392,322,240",2015-12-27
15153,8,11,15,22,27,29,3,"999,785,925",15,"6,165,149",143,"152,773","348,341,018",2015-12-29
15154,7,9,11,15,18,25,7,"984,457,630",13,"6,389,418",120,"188,150","364,605,498",2015-12-31
16001,6,13,16,18,20,22,13,"1,022,461,915",5,"9,582,130",154,"185,963","388,445,976",2016-01-03
16002,9,14,17,20,24,30,16,"1,049,581,785",5,"8,790,536",231,"102,557","343,096,096",2016-01-05
16003,1,10,14,23,26,28,1,"1,047,367,656",12,"6,751,087",170,"154,507","351,825,302",2016-01-07
16004,8,10,17,22,25,33,12,"1,053,582,237",9,"7,069,276",299,"77,857","376,467,244",2016-01-10
16005,11,14,18,20,31,33,14,"816,820,648",56,"5,280,769",55,"357,342","347,622,842",2016-01-12
16006,13,16,18,20,28,31,12,"880,487,026",2,"10,000,000",93,"299,879","357,519,610",2016-01-14
16007,5,12,14,20,27,29,6,"864,189,106",11,"6,279,407",155,"113,495","398,316,866",2016-01-17
16008,2,15,24,29,32,33,2,"893,240,990",5,"8,931,046",73,"336,562","355,411,856",2016-01-19
16009,10,14,24,25,27,32,4,"937,517,775",3,"10,000,000",71,"348,717","341,116,278",2016-01-21
16010,2,4,12,14,19,25,6,"922,316,332",14,"6,423,339",121,"205,854","359,088,730",2016-01-24
16011,3,8,10,15,22,29,12,"752,133,812",43,"5,379,006",232,"87,808","332,990,472",2016-01-26
16012,7,12,14,16,27,32,15,"800,780,176",2,"10,000,000",87,"263,012","336,562,836",2016-01-28
16013,7,12,21,22,26,31,1,"860,575,404",3,"10,000,000",100,"299,317","370,420,948",2016-01-31
16014,2,8,10,18,20,27,7,"667,745,460",45,"5,259,960",113,"129,405","321,027,466",2016-02-02
16015,1,2,14,22,25,26,7,"692,442,990",5,"8,614,366",87,"259,652","346,224,370",2016-02-04
16016,1,20,22,24,25,26,16,"721,026,255",5,"8,896,964",91,"267,648","316,931,514",2016-02-14
16017,5,6,8,20,22,30,5,"698,821,392",12,"6,145,307",189,"90,897","293,890,064",2016-02-16
16018,12,13,14,17,21,25,4,"725,711,885",5,"8,773,854",81,"291,192","316,712,952",2016-02-18
16019,6,13,16,17,23,30,10,"497,880,207",51,"5,193,713",231,"53,459","354,746,834",2016-02-21
16020,1,2,10,12,22,24,10,"540,251,214",3,"10,000,000",109,"221,318","317,041,006",2016-02-23
16021,9,11,13,22,24,26,5,"567,576,885",5,"8,805,503",172,"138,281","330,776,764",2016-02-25
16022,4,9,19,22,23,30,7,"574,633,808",8,"7,138,951",163,"131,224","370,206,784",2016-02-28
16023,3,6,10,19,25,29,7,"552,702,346",14,"6,248,533",235,"92,975","337,590,682",2016-03-01
16024,2,5,7,14,18,31,13,"551,044,179",9,"6,751,185",157,"125,483","344,808,140",2016-03-03
16025,4,11,12,17,24,30,12,"497,263,041",19,"5,788,878",420,"44,609","379,126,514",2016-03-06
16026,4,9,12,28,30,33,1,"573,762,988",0,0,77,"331,168","329,158,276",2016-03-08
16027,11,13,15,17,19,31,5,"607,947,604",4,"9,925,874",213,"115,630","337,818,690",2016-03-10
16028,6,8,12,21,25,29,1,"639,478,896",7,"8,456,171",282,"107,239","370,238,316",2016-03-13
16029,12,15,18,20,21,27,15,"673,974,740",5,"9,326,970",99,"273,167","347,727,124",2016-03-15
16030,10,14,19,22,25,29,12,"202,797,966",98,"5,069,845",552,"15,500","351,985,986",2016-03-17
16031,3,8,10,19,26,33,3,"190,281,234",13,"6,468,063",191,"124,900","385,818,800",2016-03-20
16032,8,12,14,15,21,27,15,"228,889,010",5,"9,626,020",154,"187,744","339,342,300",2016-03-22
16033,6,17,18,20,27,29,15,"296,662,312",2,"10,000,000",119,"245,863","338,637,474",2016-03-24
16034,3,15,21,22,23,28,15,"388,316,232",1,"10,000,000",107,"316,678","380,415,644",2016-03-27
16035,4,13,19,20,26,29,11,"378,328,346",11,"6,488,004",187,"109,412","343,407,218",2016-03-29
16036,3,4,7,9,20,22,3,"439,352,386",2,"10,000,000",116,"232,827","348,368,584",2016-03-31
16037,6,15,26,31,32,33,16,"494,817,840",3,"10,000,000",97,"293,695","350,165,940",2016-04-03
16038,3,12,13,22,28,29,3,"530,930,396",4,"10,000,000",182,"139,400","325,081,790",2016-04-05
16039,1,3,7,18,19,27,16,"568,328,305",5,"9,538,029",189,"150,067","335,090,614",2016-04-07
16040,3,13,19,20,23,26,3,"568,128,108",12,"6,812,115",167,"162,764","365,246,422",2016-04-10
16041,12,17,18,21,22,24,4,"612,243,516",3,"10,000,000",98,"252,093","330,501,352",2016-04-12
16042,7,14,17,23,26,31,9,"589,832,826",11,"6,077,332",129,"114,831","334,864,386",2016-04-14
16043,5,14,20,26,30,33,12,"605,438,772",6,"7,763,996",88,"235,567","364,494,720",2016-04-17
16044,1,3,10,12,18,30,1,"632,010,456",6,"8,428,587",147,"174,927","335,979,238",2016-04-19
16045,4,9,12,17,30,32,3,"696,734,182",1,"10,000,000",86,"289,626","336,323,174",2016-04-21
16046,7,20,25,26,27,30,14,"779,578,465",0,0,90,"306,830","364,459,490",2016-04-24
16047,2,5,8,15,17,22,16,"806,292,000",5,"8,760,984",172,"136,663","324,937,604",2016-04-26
16048,3,8,13,14,15,30,4,"830,538,816",6,"8,287,686",115,"214,414","329,538,828",2016-04-28
16049,6,8,13,14,22,27,10,"796,447,605",15,"5,991,728",172,"108,109","330,279,014",2016-05-01
16050,9,12,24,28,29,30,2,"823,767,052",4,"9,301,768",116,"185,421","308,889,140",2016-05-03
16051,1,2,4,9,15,33,12,"872,097,902",2,"10,000,000",58,"392,706","324,257,380",2016-05-05
16052,1,6,13,19,24,28,16,"876,129,336",12,"6,940,346",218,"133,510","353,216,208",2016-05-08
16053,2,8,10,12,29,31,1,"903,222,855",5,"8,788,619",165,"143,508","320,149,454",2016-05-10
16054,6,11,16,19,28,32,4,"914,302,376",8,"7,321,796",204,"113,813","324,349,586",2016-05-12
16055,5,6,10,16,22,26,11,"902,490,160",11,"6,427,695",232,"84,615","350,383,284",2016-05-15
16056,3,4,8,11,16,18,14,"925,399,830",6,"8,206,646",180,"133,610","326,490,562",2016-05-17
16057,7,12,19,22,23,26,11,"915,017,488",11,"6,474,964",256,"79,221","325,499,780",2016-05-19
16058,3,5,18,20,24,32,11,"981,243,730",2,"10,000,000",130,"221,092","357,296,334",2016-05-22
16059,4,11,12,20,25,28,15,"989,524,476",9,"7,152,757",153,"158,290","322,601,954",2016-05-24
16060,4,5,22,26,29,32,8,"914,524,470",15,"5,000,000",47,"6,000","320,540,202",2016-05-26
16061,5,6,8,18,20,32,8,"835,286,844",21,"5,446,101",127,"92,206","340,147,518",2016-05-29
16062,12,13,15,18,19,21,9,"865,680,358",2,"10,000,000",116,"144,808","305,198,008",2016-05-31
16063,16,17,18,23,28,32,7,"910,497,831",0,0,83,"179,989","304,409,952",2016-06-02
16064,3,12,14,17,19,26,3,"900,497,807",11,"6,487,602",116,"176,332","332,534,594",2016-06-05
16065,13,16,22,25,26,27,14,"945,654,750",2,"10,000,000",87,"249,643","298,326,848",2016-06-07
16066,3,7,13,18,19,20,5,"921,254,130",10,"5,930,886",207,"56,212","275,334,312",2016-06-09
16067,9,13,18,20,27,31,4,"946,443,820",5,"8,650,159",117,"194,987","327,487,486",2016-06-12
16068,8,19,23,28,31,32,1,"991,629,338",2,"10,000,000",58,"374,629","295,768,168",2016-06-14
16069,8,10,11,20,21,27,11,"1,001,117,928",6,"7,393,248",168,"106,841","300,232,584",2016-06-16
16070,3,6,11,18,23,29,1,"1,023,740,893",7,"7,993,400",264,"99,213","326,894,102",2016-06-19
16071,19,21,26,28,29,32,1,"1,061,458,288",4,"10,000,000",83,"312,118","293,734,448",2016-06-21
16072,5,16,19,22,24,25,2,"1,100,767,568",2,"10,000,000",79,"250,250","290,670,126",2016-06-23
16073,9,11,12,15,16,20,13,"1,116,225,045",5,"7,942,362",80,"229,872","327,032,018",2016-06-26
16074,6,10,11,12,20,25,12,"838,131,500",62,"5,187,134",154,"94,175","297,584,738",2016-06-28
16075,1,3,6,16,29,32,7,"890,340,179",0,0,65,"267,736","295,574,016",2016-06-30
16076,7,8,13,22,30,32,1,"917,666,478",6,"8,474,321",112,"232,655","331,977,974",2016-07-03
16077,1,9,17,19,20,29,10,"933,341,379",3,"8,718,169",93,"149,926","294,629,008",2016-07-05
16078,2,4,8,23,26,29,2,"953,135,832",6,"8,017,845",65,"348,212","296,681,554",2016-07-07
16079,1,3,10,12,24,28,2,"1,012,281,038",2,"10,000,000",101,"261,205","322,821,956",2016-07-10
16080,1,16,17,24,25,32,14,"1,042,999,580",4,"9,610,776",88,"261,975","288,372,472",2016-07-12
16081,2,6,15,25,30,32,7,"1,066,490,094",3,"9,665,516",73,"239,666","288,505,018",2016-07-14
16082,6,12,14,15,17,20,9,"1,048,143,580",10,"6,151,036",89,"161,662","323,658,370",2016-07-17
